Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
d6b6b3ce-e823-43a9-8a5a-565e1bc07562,,,ORT1037 - Arthroplastie de l'épaule,ORT1037 - Arthroplastie de l'épaule,Arthroplastie de l'épaule,Arthroplastie de l'épaule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b61df7f6-b47f-40ae-8d5e-dbe3c3d72885,,,ORT1038 - Arthroplastie du coude,ORT1038 - Arthroplastie du coude,Arthroplastie du coude,Arthroplastie du coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d4586bb0-0233-43be-8762-bc6c719e844f,,,ORT1039 - Arthroplastie du genou,ORT1039 - Arthroplastie du genou,Arthroplastie du genou,Arthroplastie du genou,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
638c3253-ffd3-47cb-8857-c758346e2fcf,,,ORT1040 - Biopsie Exerese / main,ORT1040 - Biopsie Exerese / main,Biopsie Exerese / main,Biopsie Exerese / main,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
161088fc-2362-4eda-8e3b-bac2484fcf37,,,ORT1041 - Biopsie pied,ORT1041 - Biopsie pied,Biopsie pied,Biopsie pied,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b5f6604b-f63c-4533-b3da-60b163242fa4,,,ORT1042 - Buté osseuse de Bankart (Luxation récidivante),ORT1042 - Buté osseuse de Bankart (Luxation récidivante),Buté osseuse de Bankart (Luxation récidivante),Buté osseuse de Bankart (Luxation récidivante),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
44c1aa40-48e7-4252-b102-dc0f22c95ef2,,,ORT1043 - Carpectomie,ORT1043 - Carpectomie,Carpectomie,Carpectomie,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
3771cc9b-2626-4806-9cf9-9479c1cf4d55,,,ORT1044 - Cerclage Péritendineux,ORT1044 - Cerclage Péritendineux,Cerclage Péritendineux,Cerclage Péritendineux,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a3e920a7-3315-405b-abb5-e103c846f23c,,,ORT1045 - Club foot repair bilateral ,ORT1045 - Club foot repair bilateral ,Club foot repair bilateral ,Club foot repair bilateral ,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d3f7ada4-cbe1-4bfe-a375-1a3f3f0aa9f6,,,ORT1046 - Club foot repair unilateral,ORT1046 - Club foot repair unilateral,Club foot repair unilateral,Club foot repair unilateral,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
819ee102-ed2a-40dc-aa13-245f49e58abc,,,ORT1047 - Cross-finger flap,ORT1047 - Cross-finger flap,Cross-finger flap,Cross-finger flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
fadf2eb5-4544-4197-b4cb-6be0dd05af85,,,ORT1048 - Crossleg flap,ORT1048 - Crossleg flap,Crossleg flap,Crossleg flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
46354445-504f-466a-a3cd-f1aa23b24f50,,,ORT1049 - Debridement+lavage+parage,ORT1049 - Debridement+lavage+parage,Debridement+lavage+parage,Debridement+lavage+parage,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
6944b557-7e48-4dde-8683-d892a8e7bbd6,,,ORT1050 - Déplatrage court Menbres inf,ORT1050 - Déplatrage court Menbres inf,Déplatrage court Menbres inf,Déplatrage court Menbres inf,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
6f998d84-e9f2-4d9e-8381-9f66af46cb67,,,ORT1051 - Déplatrage court Menbres sup,ORT1051 - Déplatrage court Menbres sup,Déplatrage court Menbres sup,Déplatrage court Menbres sup,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
2db5efaf-0963-4c0b-bd51-d06850d37a07,,,ORT1052 - Déplatrage long Menbres inf,ORT1052 - Déplatrage long Menbres inf,Déplatrage long Menbres inf,Déplatrage long Menbres inf,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
925ca9d7-646f-4f13-9a61-0fbd8b6e3b3f,,,ORT1053 - Déplatrage long Menbres sup,ORT1053 - Déplatrage long Menbres sup,Déplatrage long Menbres sup,Déplatrage long Menbres sup,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b9cc88dd-a29d-40c7-b0d4-bee8f65706a3,,,ORT1054 - Désarticulation de Chopard ,ORT1054 - Désarticulation de Chopard ,Désarticulation de Chopard ,Désarticulation de Chopard ,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
e33d565c-40d0-40b4-9b71-45f104e87415,,,ORT1055 - Désarticulation de hanche,ORT1055 - Désarticulation de hanche,Désarticulation de hanche,Désarticulation de hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
9ded5748-e400-4dd7-bc8e-ee23dd62ed42,,,ORT1056 - Désarticulation de l'épaule ,ORT1056 - Désarticulation de l'épaule ,Désarticulation de l'épaule ,Désarticulation de l'épaule ,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
e9edeef8-80b5-45e1-9947-5a144ab2912d,,,ORT1057 - Désarticulation de lisfranc,ORT1057 - Désarticulation de lisfranc,Désarticulation de lisfranc,Désarticulation de lisfranc,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
010efd32-59e3-48ed-ade1-3e6388a93d8b,,,ORT1058 - Désarticulation du coude,ORT1058 - Désarticulation du coude,Désarticulation du coude,Désarticulation du coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
94899878-88b1-4f6a-afde-48ba050ca809,,,ORT1059 - Désarticulation du genou,ORT1059 - Désarticulation du genou,Désarticulation du genou,Désarticulation du genou,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
79cace0b-f97f-4d1a-8fe6-d29c451165d3,,,ORT1060 - DHS (Hanche),ORT1060 - DHS (Hanche),DHS (Hanche),DHS (Hanche),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
6a0952cc-9112-42d5-b601-dbf489719bdd,,,ORT1061 - Doigt surnumeraire infecte,ORT1061 - Doigt surnumeraire infecte,Doigt surnumeraire infecte,Doigt surnumeraire infecte,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
522ef43a-81d2-4245-933f-7abe953bdd4f,,,ORT1062 - Drainage Absces,ORT1062 - Drainage Absces,Drainage Absces,Drainage Absces,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ba51033b-56d5-46f4-b0f8-013b2eb979e4,,,ORT1063 - Droigt a ressaut (Triger finger),ORT1063 - Droigt a ressaut (Triger finger),Droigt a ressaut (Triger finger),Droigt a ressaut (Triger finger),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b5fd4af3-2f29-4572-919d-4303902e1412,,,ORT1064 - ECM du Femur ,ORT1064 - ECM du Femur ,ECM du Femur ,ECM du Femur ,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
35874eea-efa5-4853-8fb7-a2246ae85db0,,,ORT1065 - ECM du tibia,ORT1065 - ECM du tibia,ECM du tibia,ECM du tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
427e137e-7e94-441a-b4d2-7759a03e5a83,,,ORT1066 - Embrochage per cutane,ORT1066 - Embrochage per cutane,Embrochage per cutane,Embrochage per cutane,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
1fe68403-3fb1-4125-b1ed-6e412b3abc16,,,ORT1067 - Embrochage per cutane fx supra cond. Hum. (enfant),ORT1067 - Embrochage per cutane fx supra cond. Hum. (enfant),Embrochage per cutane fx supra cond. Hum. (enfant),Embrochage per cutane fx supra cond. Hum. (enfant),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
90d859ba-cb76-4fc2-ab9d-145b07046ccc,,,ORT1068 - Embrochage per-cutanee fx supra condylienne humér chez l'enfant,ORT1068 - Embrochage per-cutanee fx supra condylienne humér chez l'enfant,Embrochage per-cutanee fx supra condylienne humér chez l'enfant,Embrochage per-cutanee fx supra condylienne humér chez l'enfant,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
0386dd82-6c1c-4ac4-94b6-2292548f47e9,,,ORT1069 - Embrocharge poignet,ORT1069 - Embrocharge poignet,Embrocharge poignet,Embrocharge poignet,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
97a6ecd2-86a9-49bd-8bfd-9bf0b39934a9,,,ORT1070 - Enlèvement fixateur Externe-En clinique,ORT1070 - Enlèvement fixateur Externe-En clinique,Enlèvement fixateur Externe-En clinique,Enlèvement fixateur Externe-En clinique,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
cda26a78-9992-4baa-b4aa-80cf9ab8d8c4,,,ORT1071 - Enlèvement fixateur Externe-En SOP,ORT1071 - Enlèvement fixateur Externe-En SOP,Enlèvement fixateur Externe-En SOP,Enlèvement fixateur Externe-En SOP,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a8856a50-3e45-4d4d-949a-a95bf9356ebe,,,ORT1072 - Exérèse de la tête fémoral,ORT1072 - Exérèse de la tête fémoral,Exérèse de la tête fémoral,Exérèse de la tête fémoral,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
be5df63a-5007-4883-b436-a7c13bf68bca,,,ORT1073 - Exérèse Nodule Face plantaire,ORT1073 - Exérèse Nodule Face plantaire,Exérèse Nodule Face plantaire,Exérèse Nodule Face plantaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
baf3aa40-95c7-4f2f-bd7e-01cd4797b3c5,,,ORT1074 - Exérèse tête radial,ORT1074 - Exérèse tête radial,Exérèse tête radial,Exérèse tête radial,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c6884810-e269-4e54-846e-52b0041f6a4f,,,ORT1075 - Flap des jumeaux,ORT1075 - Flap des jumeaux,Flap des jumeaux,Flap des jumeaux,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
05f6cf30-acf9-4e3e-beb3-23f3549bd214,,,ORT1076 - Flap du soléaire,ORT1076 - Flap du soléaire,Flap du soléaire,Flap du soléaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
acf1f4e9-e93d-4dca-87a0-bdb17c708268,,,ORT1077 - Fracture du bassin,ORT1077 - Fracture du bassin,Fracture du bassin,Fracture du bassin,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
fb7eccdc-d820-42a2-b197-b0148d788b50,,,ORT1078 - Ganglion Cyst Exerese,ORT1078 - Ganglion Cyst Exerese,Ganglion Cyst Exerese,Ganglion Cyst Exerese,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c677ef3c-6a1b-4733-90b1-549532de9219,,,ORT1079 - Ganglionique cyst. Inj.,ORT1079 - Ganglionique cyst. Inj.,Ganglionique cyst. Inj.,Ganglionique cyst. Inj.,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
6f3cf8d4-644e-4196-8d5c-1b25f2588d95,,,ORT1080 - Greffe de peau mince,ORT1080 - Greffe de peau mince,Greffe de peau mince,Greffe de peau mince,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
80aa5ba0-3800-41e0-8ba9-fb79deb837b1,,,ORT1081 - Greffe osseuse,ORT1081 - Greffe osseuse,Greffe osseuse,Greffe osseuse,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
2d435d80-06b9-4f52-84a6-7e55a78b4250,,,ORT1082 - Groin flap,ORT1082 - Groin flap,Groin flap,Groin flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
e495f716-8f34-41ca-9825-5acafa57ec68,,,ORT1083 - Haubanage rotule,ORT1083 - Haubanage rotule,Haubanage rotule,Haubanage rotule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
51640461-010f-4186-bd5f-9a1998fe0023,,,ORT1084 - Haubannage,ORT1084 - Haubannage,Haubannage,Haubannage,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a010d448-4a64-496e-93ab-f5fe489fc50d,,,ORT1085 - Hemi arthroplastie de la hanche,ORT1085 - Hemi arthroplastie de la hanche,Hemi arthroplastie de la hanche,Hemi arthroplastie de la hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
8d2e94e7-5b7e-4db2-b760-057d97e9a0d4,,,ORT1086 - Incision et drainage,ORT1086 - Incision et drainage,Incision et drainage,Incision et drainage,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f6aa42fa-e907-432a-97b3-f22a918959a3,,,ORT1087 - Lavage et  fixateur externe 2 os de l'avant-bras,ORT1087 - Lavage et  fixateur externe 2 os de l'avant-bras,Lavage et  fixateur externe 2 os de l'avant-bras,Lavage et  fixateur externe 2 os de l'avant-bras,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
23fa7ae4-b5a2-4661-ad37-e0502839e29f,,,ORT1088 - Lavage et fixateur externe cheville,ORT1088 - Lavage et fixateur externe cheville,Lavage et fixateur externe cheville,Lavage et fixateur externe cheville,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ca53b35b-4d8d-4a97-8c12-ac638b39d26d,,,ORT1089 - Lavage et fixateur externe femur,ORT1089 - Lavage et fixateur externe femur,Lavage et fixateur externe femur,Lavage et fixateur externe femur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c473ff82-d2ea-4fb7-a218-3786924bbe48,,,ORT1090 - Lavage et fixateur externe humerus,ORT1090 - Lavage et fixateur externe humerus,Lavage et fixateur externe humerus,Lavage et fixateur externe humerus,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ce728c1f-9daf-4a42-9ef7-cb5f0b04d615,,,ORT1091 - Lavage et fixateur externe tibia,ORT1091 - Lavage et fixateur externe tibia,Lavage et fixateur externe tibia,Lavage et fixateur externe tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c1f9180c-4cca-41c7-80af-802e3142ef8d,,,ORT1092 - Ligamentotaxis radius distal,ORT1092 - Ligamentotaxis radius distal,Ligamentotaxis radius distal,Ligamentotaxis radius distal,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
3983a9f4-5708-4cef-aaf1-2c40da268526,,,ORT1093 - Ligametotaxis cheville,ORT1093 - Ligametotaxis cheville,Ligametotaxis cheville,Ligametotaxis cheville,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
791c14ca-a9a6-4cad-b16e-132c2940ef86,,,ORT1094 - Méniscectomie partielle,ORT1094 - Méniscectomie partielle,Méniscectomie partielle,Méniscectomie partielle,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ea761b1e-e8cd-49e1-9045-72a0deb7ed95,,,ORT1095 - Méniscectomie total.,ORT1095 - Méniscectomie total.,Méniscectomie total.,Méniscectomie total.,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
34857198-976c-4ac2-81ab-d9c332911017,,,ORT1096 - Mise à Plat de cal vicieux,ORT1096 - Mise à Plat de cal vicieux,Mise à Plat de cal vicieux,Mise à Plat de cal vicieux,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
137dc14c-fd75-4744-a412-ada9d3cd4a9a,,,ORT1097 - Mise en Echarpe,ORT1097 - Mise en Echarpe,Mise en Echarpe,Mise en Echarpe,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
4a2f7bc8-97dc-421d-bc7d-297fdc22404c,,,ORT1098 - Neurolyse du Nerf Médian (Carpal tunnel release),ORT1098 - Neurolyse du Nerf Médian (Carpal tunnel release),Neurolyse du Nerf Médian (Carpal tunnel release),Neurolyse du Nerf Médian (Carpal tunnel release),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d0e9a5bd-2ffe-4102-9d0e-4b89216fa812,,,ORT1099 - Neurolyse du nerf sciatique.,ORT1099 - Neurolyse du nerf sciatique.,Neurolyse du nerf sciatique.,Neurolyse du nerf sciatique.,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
143b0888-bba3-41c4-99e9-d46fbadd4aab,,,ORT1100 - Neurolyse du nerf Ulnaire,ORT1100 - Neurolyse du nerf Ulnaire,Neurolyse du nerf Ulnaire,Neurolyse du nerf Ulnaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
21161db3-2bf2-4c19-b5e2-075140450f04,,,ORT1101 - Neurorraphie,ORT1101 - Neurorraphie,Neurorraphie,Neurorraphie,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d7565103-b7d8-4d10-ad94-40c52d541667,,,ORT1102 - Ostéotomie correctrice du Fémur,ORT1102 - Ostéotomie correctrice du Fémur,Ostéotomie correctrice du Fémur,Ostéotomie correctrice du Fémur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
17498551-b389-47d8-8784-a5e0dfb81436,,,ORT1103 - Ostéotomie correctrice du Tibia,ORT1103 - Ostéotomie correctrice du Tibia,Ostéotomie correctrice du Tibia,Ostéotomie correctrice du Tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
68cc8110-2a7d-4eca-9d0c-6fdf0707d655,,,ORT1104 - Plaque vissee,ORT1104 - Plaque vissee,Plaque vissee,Plaque vissee,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
dd8b4a1f-4a21-44e4-b31a-c2e33129e49b,,,ORT1105 - Raccourcissement de membre inférieur ,ORT1105 - Raccourcissement de membre inférieur ,Raccourcissement de membre inférieur ,Raccourcissement de membre inférieur ,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
57335a87-4960-4273-9227-81ffaaebc511,,,ORT1106 - Radial forearm flap,ORT1106 - Radial forearm flap,Radial forearm flap,Radial forearm flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ca7a18ef-e9ca-4b4a-9879-80cf1240187b,,,ORT1107 - Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),ORT1107 - Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
