Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
ec63fb43-fa24-4599-a9a2-d5ea6610e736,,,CHG1011 - Appendicectomie,CHG1011 - Appendicectomie,Appendicectomie,Appendicectomie,,,Surgery,Text,,,,,,,,,,,
03c14e09-65fc-4f79-a433-72b6ea519c96,,,CHG1012 - Caecostomie,CHG1012 - Caecostomie,Caecostomie,Caecostomie,,,Surgery,Text,,,,,,,,,,,
790b5ce5-edb5-4bca-9ee8-565d9f0dfc43,,,CHG1013 - Cauterisation,CHG1013 - Cauterisation,Cauterisation,Cauterisation,,,Surgery,Text,,,,,,,,,,,
a4d22356-28c3-4f0b-b129-19cec6a3381e,,,CHG1014 - Cholecystectomie Laparoscopie,CHG1014 - Cholecystectomie Laparoscopie,Cholecystectomie Laparoscopie,Cholecystectomie Laparoscopie,,,Surgery,Text,,,,,,,,,,,
e98116c1-5d97-4afe-aa36-a1b6876dd69e,,,CHG1015 - Cholecystectomie Laparotomie,CHG1015 - Cholecystectomie Laparotomie,Cholecystectomie Laparotomie,Cholecystectomie Laparotomie,,,Surgery,Text,,,,,,,,,,,
1080e30f-b0f9-405c-a9d1-60fc1e37bbe3,,,CHG1016 - Colonoscopie,CHG1016 - Colonoscopie,Colonoscopie,Colonoscopie,,,Surgery,Text,,,,,,,,,,,
89f1ec5b-9892-4366-bcc3-1ed48c041064,,,CHG1017 - Colostomie,CHG1017 - Colostomie,Colostomie,Colostomie,,,Surgery,Text,,,,,,,,,,,
796b7f9b-fc99-4c6f-84df-0470e01ac3e8,,,CHG1018 - Condylome,CHG1018 - Condylome,Condylome,Condylome,,,Surgery,Text,,,,,,,,,,,
ed0575f5-57d7-4e24-9a86-baf5b7242b3d,,,CHG1019 - Debridement large étandue,CHG1019 - Debridement large étandue,Debridement large étandue,Debridement large étandue,,,Surgery,Text,,,,,,,,,,,
eca01365-5826-42eb-bb37-c603eb762f18,,,CHG1020 - Debridement petite étendue,CHG1020 - Debridement petite étendue,Debridement petite étendue,Debridement petite étendue,,,Surgery,Text,,,,,,,,,,,
ae0caff8-7399-4c70-ae02-75d9f75a003c,,,CHG1021 - Dilatation Anale,CHG1021 - Dilatation Anale,Dilatation Anale,Dilatation Anale,,,Surgery,Text,,,,,,,,,,,
7cbdf6e9-c1d7-48b8-be97-fd9c5c9d0ab1,,,CHG1022 - Drainage absces sous phrenique,CHG1022 - Drainage absces sous phrenique,Drainage absces sous phrenique,Drainage absces sous phrenique,,,Surgery,Text,,,,,,,,,,,
e7d427e1-a079-42f1-ae05-8bc43ba8601c,,,CHG1023 - Drainage thoracique,CHG1023 - Drainage thoracique,Drainage thoracique,Drainage thoracique,,,Surgery,Text,,,,,,,,,,,
030c2181-5348-4932-b466-f0145d889f3f,,,CHG1024 - Evisceration sans lesion intra,CHG1024 - Evisceration sans lesion intra,Evisceration sans lesion intra,Evisceration sans lesion intra,,,Surgery,Text,,,,,,,,,,,
246f8d53-bf75-450c-9ab6-830c19554f19,,,CHG1025 - Extraction de projectile/Bassin,CHG1025 - Extraction de projectile/Bassin,Extraction de projectile/Bassin,Extraction de projectile/Bassin,,,Surgery,Text,,,,,,,,,,,
ea3933a5-e44e-4f1f-8df3-9273640cf628,,,CHG1026 - Extraction de projectile/Cage thoracique,CHG1026 - Extraction de projectile/Cage thoracique,Extraction de projectile/Cage thoracique,Extraction de projectile/Cage thoracique,,,Surgery,Text,,,,,,,,,,,
263ff278-29f0-4108-a00c-30529924e2c5,,,CHG1027 - Extraction de projectile/Cavité abdominale,CHG1027 - Extraction de projectile/Cavité abdominale,Extraction de projectile/Cavité abdominale,Extraction de projectile/Cavité abdominale,,,Surgery,Text,,,,,,,,,,,
da920a08-1d9e-47f2-9a78-bb6f43bac009,,,CHG1028 - Extraction de projectile/Cou ,CHG1028 - Extraction de projectile/Cou ,Extraction de projectile/Cou ,Extraction de projectile/Cou ,,,Surgery,Text,,,,,,,,,,,
e103c2ad-4b1f-41fc-8bcd-c5043b6f9dbd,,,CHG1029 - Extraction de projectile/Membres inférieurs,CHG1029 - Extraction de projectile/Membres inférieurs,Extraction de projectile/Membres inférieurs,Extraction de projectile/Membres inférieurs,,,Surgery,Text,,,,,,,,,,,
4b6e1ad2-1168-4476-9fc9-000f8937f5ef,,,CHG1030 - Extraction de projectile/Membres supérieurs,CHG1030 - Extraction de projectile/Membres supérieurs,Extraction de projectile/Membres supérieurs,Extraction de projectile/Membres supérieurs,,,Surgery,Text,,,,,,,,,,,
0a2ab5bc-3e92-4bbe-b7ca-89a0e89d2f38,,,CHG1031 - Extraction de projectile/Région anale,CHG1031 - Extraction de projectile/Région anale,Extraction de projectile/Région anale,Extraction de projectile/Région anale,,,Surgery,Text,,,,,,,,,,,
efae61f4-8b96-4935-a9ff-74fe68cd0452,,,CHG1032 - Extraction de projectile/Tête ,CHG1032 - Extraction de projectile/Tête ,Extraction de projectile/Tête ,Extraction de projectile/Tête ,,,Surgery,Text,,,,,,,,,,,
300045cd-96e1-4c6b-87ef-1bd002d5c1ef,,,CHG1033 - Fascite Necrosante (Débridement et lavage-1ère interv.) ,CHG1033 - Fascite Necrosante (Débridement et lavage-1ère interv.) ,Fascite Necrosante (Débridement et lavage-1ère interv.) ,Fascite Necrosante (Débridement et lavage-1ère interv.) ,,,Surgery,Text,,,,,,,,,,,
069873f3-4e18-4698-9f90-f1138db56e5d,,,CHG1034 - Fascite Necrosante (Débridement et lavage-Reprise) ,CHG1034 - Fascite Necrosante (Débridement et lavage-Reprise) ,Fascite Necrosante (Débridement et lavage-Reprise) ,Fascite Necrosante (Débridement et lavage-Reprise) ,,,Surgery,Text,,,,,,,,,,,
3a1664fd-e3e8-4a8e-a854-866d0c6f8ee1,,,CHG1035 - Fissure anale,CHG1035 - Fissure anale,Fissure anale,Fissure anale,,,Surgery,Text,,,,,,,,,,,
cc541fc7-c257-4c47-8bd3-1322853905c7,,,CHG1036 - Fistule - Reparation anale,CHG1036 - Fistule - Reparation anale,Fistule - Reparation anale,Fistule - Reparation anale,,,Surgery,Text,,,,,,,,,,,
c68ad6f6-c2db-464b-84f1-cc140b6f5ba7,,,CHG1037 - Gastrectomie,CHG1037 - Gastrectomie,Gastrectomie,Gastrectomie,,,Surgery,Text,,,,,,,,,,,
befdb5df-4984-4010-a4c4-907ffb314a9d,,,CHG1038 - Gastrostomie,CHG1038 - Gastrostomie,Gastrostomie,Gastrostomie,,,Surgery,Text,,,,,,,,,,,
76aae092-28af-48f4-a16b-adc05e501fbf,,,CHG1039 - Greffe de peau,CHG1039 - Greffe de peau,Greffe de peau,Greffe de peau,,,Surgery,Text,,,,,,,,,,,
01bf35eb-979e-432e-9fc0-ab80e83ab016,,,CHG1040 - Gynecomastie,CHG1040 - Gynecomastie,Gynecomastie,Gynecomastie,,,Surgery,Text,,,,,,,,,,,
9bdbde22-03c2-4065-93b3-5e8ada00d56d,,,CHG1041 - Hemicolectomie droite ou G,CHG1041 - Hemicolectomie droite ou G,Hemicolectomie droite ou G,Hemicolectomie droite ou G,,,Surgery,Text,,,,,,,,,,,
d0cef60a-2321-490d-aedc-c5583708d0f4,,,CHG1042 - Hemorroides,CHG1042 - Hemorroides,Hemorroides,Hemorroides,,,Surgery,Text,,,,,,,,,,,
fc9bbaf9-e18a-49c2-a192-19a959137491,,,CHG1043 - Hepatorraphie,CHG1043 - Hepatorraphie,Hepatorraphie,Hepatorraphie,,,Surgery,Text,,,,,,,,,,,
f16bcdac-e107-4801-860c-127071289cf2,,,CHG1044 - Hernioraphie ombilicale ,CHG1044 - Hernioraphie ombilicale ,Hernioraphie ombilicale ,Hernioraphie ombilicale ,,,Surgery,Text,,,,,,,,,,,
c9d33845-b8fc-4294-a0a3-9253801a3ec3,,,CHG1045 - Herniorraphie incisionelle  etranglee ,CHG1045 - Herniorraphie incisionelle  etranglee ,Herniorraphie incisionelle  etranglee ,Herniorraphie incisionelle  etranglee ,,,Surgery,Text,,,,,,,,,,,
8baa38fb-5fd1-4bc7-960f-3605bc003d31,,,CHG1046 - Herniorraphie inguinale uni/ bilateral,CHG1046 - Herniorraphie inguinale uni/ bilateral,Herniorraphie inguinale uni/ bilateral,Herniorraphie inguinale uni/ bilateral,,,Surgery,Text,,,,,,,,,,,
c581d5d3-ae13-40c6-9008-17daba93f575,,,CHG1047 - Herniorraphie ombilicale etranglee,CHG1047 - Herniorraphie ombilicale etranglee,Herniorraphie ombilicale etranglee,Herniorraphie ombilicale etranglee,,,Surgery,Text,,,,,,,,,,,
3c8ebfa4-f8cf-4ef5-b50f-d7f2df5e5cc8,,,CHG1048 - Herniorraphie ombilicale etranglee/ avec resection anestomose,CHG1048 - Herniorraphie ombilicale etranglee/ avec resection anestomose,Herniorraphie ombilicale etranglee/ avec resection anestomose,Herniorraphie ombilicale etranglee/ avec resection anestomose,,,Surgery,Text,,,,,,,,,,,
fd9f499f-af29-4c9c-a502-6ca006307b52,,,CHG1049 - Hydrocele bilateral,CHG1049 - Hydrocele bilateral,Hydrocele bilateral,Hydrocele bilateral,,,Surgery,Text,,,,,,,,,,,
8d775b8b-49cb-4ab5-8341-9c1215085d5b,,,CHG1050 - Hydrocele et Kyste du cordon cure,CHG1050 - Hydrocele et Kyste du cordon cure,Hydrocele et Kyste du cordon cure,Hydrocele et Kyste du cordon cure,,,Surgery,Text,,,,,,,,,,,
67fd3bbe-87cf-4e20-a65f-a8607dad5798,,,CHG1051 - Hydrocele unilateral,CHG1051 - Hydrocele unilateral,Hydrocele unilateral,Hydrocele unilateral,,,Surgery,Text,,,,,,,,,,,
10e22448-e8e8-461d-a016-9d45a79172b5,,,CHG1052 - Incision & drainage abces ,CHG1052 - Incision & drainage abces ,Incision & drainage abces ,Incision & drainage abces ,,,Surgery,Text,,,,,,,,,,,
81fdab73-4ee9-4d39-8270-4c3093d9d117,,,CHG1053 - Invagination intestinale,CHG1053 - Invagination intestinale,Invagination intestinale,Invagination intestinale,,,Surgery,Text,,,,,,,,,,,
69e43dbf-6ea6-48a5-9b86-99ca50bb3667,,,CHG1054 - Invagination intestinale - Desinvagination,CHG1054 - Invagination intestinale - Desinvagination,Invagination intestinale - Desinvagination,Invagination intestinale - Desinvagination,,,Surgery,Text,,,,,,,,,,,
32373b21-c737-493e-a7a7-343df5a0f0ee,,,CHG1055 - Invagination intestinale - Résection +Anastomose,CHG1055 - Invagination intestinale - Résection +Anastomose,Invagination intestinale - Résection +Anastomose,Invagination intestinale - Résection +Anastomose,,,Surgery,Text,,,,,,,,,,,
e66cd685-5e22-4a23-8dbc-2d5434707447,,,CHG1056 - Kyste du cordon,CHG1056 - Kyste du cordon,Kyste du cordon,Kyste du cordon,,,Surgery,Text,,,,,,,,,,,
49d8b749-f6f3-46fa-91b3-9ac7973d5425,,,CHG1057 - Kyste Exerese,CHG1057 - Kyste Exerese,Kyste Exerese,Kyste Exerese,,,Surgery,Text,,,,,,,,,,,
1b5e68cf-a898-4dbe-b152-4cbed7625748,,,CHG1058 - Laparotomie diagnostique,CHG1058 - Laparotomie diagnostique,Laparotomie diagnostique,Laparotomie diagnostique,,,Surgery,Text,,,,,,,,,,,
18538260-5e24-4f56-b7db-5cbda09f6b4d,,,CHG1059 - Laparotomie Exploratrice avec resection ou reparation,CHG1059 - Laparotomie Exploratrice avec resection ou reparation,Laparotomie Exploratrice avec resection ou reparation,Laparotomie Exploratrice avec resection ou reparation,,,Surgery,Text,,,,,,,,,,,
d2e56bd2-0693-4f16-9c6f-5c6a8ca4c72e,,,CHG1060 - Lipome Exerese,CHG1060 - Lipome Exerese,Lipome Exerese,Lipome Exerese,,,Surgery,Text,,,,,,,,,,,
e758d670-4cf1-41c6-bc0b-2f8e60ce9b43,,,CHG1061 - Lithiase renale,CHG1061 - Lithiase renale,Lithiase renale,Lithiase renale,,,Surgery,Text,,,,,,,,,,,
afb25711-21fe-4602-bb9a-879354ff5f50,,,CHG1062 - Marisque hemorroidaire,CHG1062 - Marisque hemorroidaire,Marisque hemorroidaire,Marisque hemorroidaire,,,Surgery,Text,,,,,,,,,,,
690ce3d4-d431-49c7-843f-43ba0f9f3a27,,,CHG1063 - Mastectonie +Flapp,CHG1063 - Mastectonie +Flapp,Mastectonie +Flapp,Mastectonie +Flapp,,,Surgery,Text,,,,,,,,,,,
f42bfbdc-09a9-4b04-bf12-a4c19f148e5f,,,CHG1064 - Mastectonie de propreté,CHG1064 - Mastectonie de propreté,Mastectonie de propreté,Mastectonie de propreté,,,Surgery,Text,,,,,,,,,,,
348dbbe8-e5bf-4190-a5e4-9ee93153ec21,,,CHG1065 - Mastectonie radicale,CHG1065 - Mastectonie radicale,Mastectonie radicale,Mastectonie radicale,,,Surgery,Text,,,,,,,,,,,
71b76aa1-e7f8-49c7-8310-10d1a6a720e0,,,CHG1066 - Nephrectomie,CHG1066 - Nephrectomie,Nephrectomie,Nephrectomie,,,Surgery,Text,,,,,,,,,,,
b98f8b0f-1b86-4c5c-bb4a-4fe03e0426a6,,,CHG1067 - Occlusion avec resection colique,CHG1067 - Occlusion avec resection colique,Occlusion avec resection colique,Occlusion avec resection colique,,,Surgery,Text,,,,,,,,,,,
a734ae78-d0c1-4800-8bec-f8eca1341f8d,,,CHG1068 - Occlusion sans resection,CHG1068 - Occlusion sans resection,Occlusion sans resection,Occlusion sans resection,,,Surgery,Text,,,,,,,,,,,
24d328db-fa37-4ec9-b46f-8ce7493d75c7,,,CHG1069 - Occlusion sans resection grele,CHG1069 - Occlusion sans resection grele,Occlusion sans resection grele,Occlusion sans resection grele,,,Surgery,Text,,,,,,,,,,,
00dc18ef-9517-4b59-b8ac-f899f1ea7a4c,,,CHG1070 - Onicectomie,CHG1070 - Onicectomie,Onicectomie,Onicectomie,,,Surgery,Text,,,,,,,,,,,
993a04db-c04e-49b2-9504-53387c60f018,,,CHG1071 - Peritonite appendiculaire,CHG1071 - Peritonite appendiculaire,Peritonite appendiculaire,Peritonite appendiculaire,,,Surgery,Text,,,,,,,,,,,
b508785b-8083-4e62-ac00-775f88e523ff,,,CHG1072 - Plegmon,CHG1072 - Plegmon,Plegmon,Plegmon,,,Surgery,Text,,,,,,,,,,,
f37c0adf-3fb4-43d5-a73a-fc59e6c7a7dd,,,CHG1073 - Pylorique stenose,CHG1073 - Pylorique stenose,Pylorique stenose,Pylorique stenose,,,Surgery,Text,,,,,,,,,,,
79ab326c-7790-4cf6-b6c1-436f71dcf4eb,,,CHG1074 - Rectal prolapsus reparation,CHG1074 - Rectal prolapsus reparation,Rectal prolapsus reparation,Rectal prolapsus reparation,,,Surgery,Text,,,,,,,,,,,
95d6a196-25b3-44fc-9715-9fd37282805f,,,CHG1075 - Rectocele,CHG1075 - Rectocele,Rectocele,Rectocele,,,Surgery,Text,,,,,,,,,,,
8ef13403-b8ab-4e26-8ae0-5ac1978d8271,,,CHG1076 - Reintegration Colostomie,CHG1076 - Reintegration Colostomie,Reintegration Colostomie,Reintegration Colostomie,,,Surgery,Text,,,,,,,,,,,
e7b08e78-c863-40a5-9a58-608d22ef1c4f,,,CHG1077 - Reparation eventration,CHG1077 - Reparation eventration,Reparation eventration,Reparation eventration,,,Surgery,Text,,,,,,,,,,,
d9e5f167-9867-4792-8e45-a75165144cc0,,,CHG1078 - Reprise Dilation Anale (1ère intervention à l'HSC),CHG1078 - Reprise Dilation Anale (1ère intervention à l'HSC),Reprise Dilation Anale (1ère intervention à l'HSC),Reprise Dilation Anale (1ère intervention à l'HSC),,,Surgery,Text,,,,,,,,,,,
5eb4149e-db38-4e4e-9bec-47173aeaa445,,,CHG1079 - Reprise Dilation Anale (1ère intervention hors de l'HSC),CHG1079 - Reprise Dilation Anale (1ère intervention hors de l'HSC),Reprise Dilation Anale (1ère intervention hors de l'HSC),Reprise Dilation Anale (1ère intervention hors de l'HSC),,,Surgery,Text,,,,,,,,,,,
c6d55c04-9b59-4321-96eb-8e2a5527bc1b,,,CHG1080 - Splenectomie,CHG1080 - Splenectomie,Splenectomie,Splenectomie,,,Surgery,Text,,,,,,,,,,,
009dbadd-594c-4e5f-8c3a-b18355bde8e6,,,CHG1081 - Splenorraphie,CHG1081 - Splenorraphie,Splenorraphie,Splenorraphie,,,Surgery,Text,,,,,,,,,,,
d13a9856-4c3e-4bcc-bd8a-e84a26527860,,,CHG1082 - Stenose Hyperthrophique du pylore,CHG1082 - Stenose Hyperthrophique du pylore,Stenose Hyperthrophique du pylore,Stenose Hyperthrophique du pylore,,,Surgery,Text,,,,,,,,,,,
448aa42a-99c2-40d3-9723-9ca59b949b26,,,CHG1083 - Thumb granuloma,CHG1083 - Thumb granuloma,Thumb granuloma,Thumb granuloma,,,Surgery,Text,,,,,,,,,,,
f7e1ff2e-fd72-4b00-ae63-03f623fbc44b,,,CHG1084 - Tracheostomie,CHG1084 - Tracheostomie,Tracheostomie,Tracheostomie,,,Surgery,Text,,,,,,,,,,,
16b93b1c-fd93-4750-b9fe-5c8233809a11,,,CHG1085 - Ulcere / perforé & suture patching,CHG1085 - Ulcere / perforé & suture patching,Ulcere / perforé & suture patching,Ulcere / perforé & suture patching,,,Surgery,Text,,,,,,,,,,,
5661244b-8373-44b1-b186-3219a53ba558,,,CHG1086 - Vagotomie & gastrogejunostomie,CHG1086 - Vagotomie & gastrogejunostomie,Vagotomie & gastrogejunostomie,Vagotomie & gastrogejunostomie,,,Surgery,Text,,,,,,,,,,,
ff9e9036-324f-4619-ad4e-040823c1e67b,,,CHG1087 - Vagotomie et Antrectomie,CHG1087 - Vagotomie et Antrectomie,Vagotomie et Antrectomie,Vagotomie et Antrectomie,,,Surgery,Text,,,,,,,,,,,
fda8c89b-c61a-4d18-9ab6-9339291f2d43,,,CHG1088 - Vagotomie Sélective et Pyloroplastie,CHG1088 - Vagotomie Sélective et Pyloroplastie,Vagotomie Sélective et Pyloroplastie,Vagotomie Sélective et Pyloroplastie,,,Surgery,Text,,,,,,,,,,,
854e0521-549f-4f4f-a2c5-bf63118f0653,,,CHG1089 - Vagotomie Supra Sélective,CHG1089 - Vagotomie Supra Sélective,Vagotomie Supra Sélective,Vagotomie Supra Sélective,,,Surgery,Text,,,,,,,,,,,
6cd10e5d-141a-44a0-aafd-cf1ff1b5a869,,,CHG1090 - Vagotomie Tronculaire et Dérivation,CHG1090 - Vagotomie Tronculaire et Dérivation,Vagotomie Tronculaire et Dérivation,Vagotomie Tronculaire et Dérivation,,,Surgery,Text,,,,,,,,,,,
28f0d61e-e125-4792-a5e9-85e90e043ac4,,,"CHG1091 - Vagotomie, Dérivation","CHG1091 - Vagotomie, Dérivation","Vagotomie, Dérivation","Vagotomie, Dérivation",,,Surgery,Text,,,,,,,,,,,
04effaf8-5de5-4210-9ea0-5785299e1047,,,"CHG1092 - Vagotomie, Pyloroplastie","CHG1092 - Vagotomie, Pyloroplastie","Vagotomie, Pyloroplastie","Vagotomie, Pyloroplastie",,,Surgery,Text,,,,,,,,,,,
9a7052ee-37b7-4d24-9488-ad4c6103377c,,,CHG1093 - Varices - Stripping,CHG1093 - Varices - Stripping,Varices - Stripping,Varices - Stripping,,,Surgery,Text,,,,,,,,,,,
40e9d1e6-6320-42b1-9c13-345c570bf0a8,,,CHG1094 - Vidéolaparoscopie,CHG1094 - Vidéolaparoscopie,Vidéolaparoscopie,Vidéolaparoscopie,,,Surgery,Text,,,,,,,,,,,
94eec2bf-2808-4019-86d6-3c7b07025481,,,CHG1095 - Volvulis Sigmoïde Laparotomie avec resection,CHG1095 - Volvulis Sigmoïde Laparotomie avec resection,Volvulis Sigmoïde Laparotomie avec resection,Volvulis Sigmoïde Laparotomie avec resection,,,Surgery,Text,,,,,,,,,,,
e2fd6548-438c-4299-bc2b-66e20827cfcd,,,CHG1096 - Volvulis Sigmoïde Laparotomie sans resection,CHG1096 - Volvulis Sigmoïde Laparotomie sans resection,Volvulis Sigmoïde Laparotomie sans resection,Volvulis Sigmoïde Laparotomie sans resection,,,Surgery,Text,,,,,,,,,,,
