Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
3517d312-8a22-4f60-a098-e9cc0bb5a49b,,,OBG1011 - Césarienne + Hysterectomie (suivi à l'HSC),OBG1011 - Césarienne + Hysterectomie (suivi à l'HSC),Césarienne + Hysterectomie (suivi à l'HSC),Césarienne + Hysterectomie (suivi à l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
865bb6bf-b38b-4a6d-a013-834e450e26d5,,,OBG1012 - Césarienne + Hysterectomie (suivi hors l'HSC),OBG1012 - Césarienne + Hysterectomie (suivi hors l'HSC),Césarienne + Hysterectomie (suivi hors l'HSC),Césarienne + Hysterectomie (suivi hors l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
f6d6a23d-d031-4e05-ab6f-664c10fbeb1d,,,OBG1013 - Colposcopie ,OBG1013 - Colposcopie ,Colposcopie ,Colposcopie ,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
e8c4c0b5-08e1-4f3c-bab0-bf934e739bf2,,,OBG1014 - Colposcopie + Biopsie,OBG1014 - Colposcopie + Biopsie,Colposcopie + Biopsie,Colposcopie + Biopsie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
2f4be717-12e7-484c-9d23-1a62349355ca,,,OBG1015 - Condylome vulvaire (cauterisation),OBG1015 - Condylome vulvaire (cauterisation),Condylome vulvaire (cauterisation),Condylome vulvaire (cauterisation),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
0df66b96-17f7-4aac-81b2-9e0320d452a9,,,OBG1016 - Conisation,OBG1016 - Conisation,Conisation,Conisation,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
c904b703-7df5-4e66-ab8b-95f9782e18f8,,,OBG1017 - Cryotherapie,OBG1017 - Cryotherapie,Cryotherapie,Cryotherapie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
f86f6592-c77e-4808-ac66-a2b4b28f507f,,,OBG1018 - Curage Digital,OBG1018 - Curage Digital,Curage Digital,Curage Digital,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
0fb10335-7163-4dd7-aea2-80cc0f34159c,,,OBG1019 - Curetage thérapeutique ,OBG1019 - Curetage thérapeutique ,Curetage thérapeutique ,Curetage thérapeutique ,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
e9e360c4-e097-4c57-a0fd-d88adddb9ef7,,,OBG1020 - Curetage thérapeutique sous analgesie,OBG1020 - Curetage thérapeutique sous analgesie,Curetage thérapeutique sous analgesie,Curetage thérapeutique sous analgesie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
d15a58e0-83a2-4d98-8eb7-3a902e2c524b,,,OBG1021 - Curetage thérapeutique/Avortement Provoqué Septique,OBG1021 - Curetage thérapeutique/Avortement Provoqué Septique,Curetage thérapeutique/Avortement Provoqué Septique,Curetage thérapeutique/Avortement Provoqué Septique,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
4055ef29-03b3-47ef-a5a8-4b310be4fd64,,,OBG1022 - Curetage thérapeutique/avortement spontané,OBG1022 - Curetage thérapeutique/avortement spontané,Curetage thérapeutique/avortement spontané,Curetage thérapeutique/avortement spontané,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
7ad13c05-feaf-49ba-ad05-7eaa7d2633c9,,,OBG1023 - D&C (Curetage diagnostic+Biopsie),OBG1023 - D&C (Curetage diagnostic+Biopsie),D&C (Curetage diagnostic+Biopsie),D&C (Curetage diagnostic+Biopsie),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
705c9732-6d44-45c2-98dd-c834912e2113,,,OBG1024 - D&C Post pap smear+Biopsie,OBG1024 - D&C Post pap smear+Biopsie,D&C Post pap smear+Biopsie,D&C Post pap smear+Biopsie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
f7bd36ae-ce11-4668-b69f-015f960824ac,,,OBG1025 - Délivrance Artificielle (accouchement hors HSC),OBG1025 - Délivrance Artificielle (accouchement hors HSC),Délivrance Artificielle (accouchement hors HSC),Délivrance Artificielle (accouchement hors HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
681d5790-8069-45c6-96ce-9ebf2c254471,,,OBG1026 - Délivrance Spontanée( accouchement hors HSC),OBG1026 - Délivrance Spontanée( accouchement hors HSC),Délivrance Spontanée( accouchement hors HSC),Délivrance Spontanée( accouchement hors HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
4b27d7d4-fefe-4454-87a0-254b65c534df,,,OBG1027 - Exerese masse pubienne,OBG1027 - Exerese masse pubienne,Exerese masse pubienne,Exerese masse pubienne,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
e16bc465-fba9-4a73-9d27-c4b20bfe0620,,,OBG1028 - Fistule recto-vaginal à l'HSC,OBG1028 - Fistule recto-vaginal à l'HSC,Fistule recto-vaginal à l'HSC,Fistule recto-vaginal à l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
d53229d6-7324-446b-a112-d625480f0105,,,OBG1029 - Fistule recto-vaginal hors l'HSC,OBG1029 - Fistule recto-vaginal hors l'HSC,Fistule recto-vaginal hors l'HSC,Fistule recto-vaginal hors l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
1df30eed-47db-4470-aa26-b43001f08de5,,,OBG1030 - Fistule vesico-vaginal à l'HSC,OBG1030 - Fistule vesico-vaginal à l'HSC,Fistule vesico-vaginal à l'HSC,Fistule vesico-vaginal à l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
453925d7-b810-43c8-b407-9752935724e7,,,OBG1031 - Fistule vesico-vaginal hors l'HSC,OBG1031 - Fistule vesico-vaginal hors l'HSC,Fistule vesico-vaginal hors l'HSC,Fistule vesico-vaginal hors l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
0ec7f35e-da4f-4db9-a30b-afc79a518f3c,,,OBG1032 - Grossesse Extra Utérine/ectopique,OBG1032 - Grossesse Extra Utérine/ectopique,Grossesse Extra Utérine/ectopique,Grossesse Extra Utérine/ectopique,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
f3b2e29b-d3be-4927-9a75-283c329db7f9,,,OBG1033 - Hymenectomie,OBG1033 - Hymenectomie,Hymenectomie,Hymenectomie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
746436a7-7d83-498a-b358-fb92a0dc1424,,,OBG1034 - Hysterectomie & Ovariectomie,OBG1034 - Hysterectomie & Ovariectomie,Hysterectomie & Ovariectomie,Hysterectomie & Ovariectomie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
f3cd9647-38d7-43a4-97a1-7849539f69f6,,,OBG1035 - Hystérectomie Abdominale ou Totale,OBG1035 - Hystérectomie Abdominale ou Totale,Hystérectomie Abdominale ou Totale,Hystérectomie Abdominale ou Totale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
7a8888ea-8cf4-421d-82b0-1444648c016c,,,OBG1036 - Hystérectomie Radicale ( Wertheim),OBG1036 - Hystérectomie Radicale ( Wertheim),Hystérectomie Radicale ( Wertheim),Hystérectomie Radicale ( Wertheim),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
d752a3b2-974d-4601-a9c7-16dbb38e7eda,,,OBG1037 - Hystérectomie Totale + Annexectomie Bilatérale,OBG1037 - Hystérectomie Totale + Annexectomie Bilatérale,Hystérectomie Totale + Annexectomie Bilatérale,Hystérectomie Totale + Annexectomie Bilatérale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
213f3df0-30ce-426a-a6d0-3d9d9846442d,,,OBG1038 - Hystérectomie Vaginale,OBG1038 - Hystérectomie Vaginale,Hystérectomie Vaginale,Hystérectomie Vaginale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
83fd1843-3d49-47bd-9f85-5ab33153de74,,,OBG1039 - Insertion Pessaire,OBG1039 - Insertion Pessaire,Insertion Pessaire,Insertion Pessaire,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
98b31292-6160-4561-b41c-bcb3aafc29c9,,,OBG1040 - Kystectomie bilaterale,OBG1040 - Kystectomie bilaterale,Kystectomie bilaterale,Kystectomie bilaterale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
0bcb5977-f400-4dd5-8967-d1e5e8f9e44b,,,OBG1041 - Lacéroraphie + accouchement à l'HSC,OBG1041 - Lacéroraphie + accouchement à l'HSC,Lacéroraphie + accouchement à l'HSC,Lacéroraphie + accouchement à l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
a401ae6a-37ef-471b-b160-62db66066403,,,OBG1042 - Lacéroraphie + accouchement hors de l'HSC,OBG1042 - Lacéroraphie + accouchement hors de l'HSC,Lacéroraphie + accouchement hors de l'HSC,Lacéroraphie + accouchement hors de l'HSC,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
2dc055ec-efe8-468b-a1f9-79ceee07c1db,,,OBG1043 - Laparotomie exploratrice,OBG1043 - Laparotomie exploratrice,Laparotomie exploratrice,Laparotomie exploratrice,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
832e95f0-9d9d-4b5e-8112-b6354d6fd1d6,,,OBG1044 - Leep,OBG1044 - Leep,Leep,Leep,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
8cbf55c9-e8d8-4745-bb2a-9330aec9f5a3,,,OBG1045 - Leep (kyste cervical),OBG1045 - Leep (kyste cervical),Leep (kyste cervical),Leep (kyste cervical),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
101e6776-f5d0-4cc8-a1fc-8d245a30f75d,,,OBG1046 - Marsupialisation /Bartholimit,OBG1046 - Marsupialisation /Bartholimit,Marsupialisation /Bartholimit,Marsupialisation /Bartholimit,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
6445c6f9-1e99-4855-a93c-c048e3794a90,,,OBG1047 - Myomectomie,OBG1047 - Myomectomie,Myomectomie,Myomectomie,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
e5776e4e-ea8c-4268-89fc-c75f49ee1333,,,OBG1048 - Myomectomie Reprise (1ère intervention à l'HSC),OBG1048 - Myomectomie Reprise (1ère intervention à l'HSC),Myomectomie Reprise (1ère intervention à l'HSC),Myomectomie Reprise (1ère intervention à l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
ef3dc1bb-45b9-46b0-a936-4ce186dda4be,,,OBG1049 - Myomectomie Reprise (1ère intervention hors de l'HSC),OBG1049 - Myomectomie Reprise (1ère intervention hors de l'HSC),Myomectomie Reprise (1ère intervention hors de l'HSC),Myomectomie Reprise (1ère intervention hors de l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
fcd1173b-5000-4a40-9e2b-3c9e14e7754e,,,OBG1050 - Ovariectomie bilaterale,OBG1050 - Ovariectomie bilaterale,Ovariectomie bilaterale,Ovariectomie bilaterale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
59e1be8b-d963-4187-9dde-c48e2518d9dc,,,OBG1051 - Ovariectomie unilaterale,OBG1051 - Ovariectomie unilaterale,Ovariectomie unilaterale,Ovariectomie unilaterale,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
868a99e4-8561-4440-b738-a0189bcddec6,,,OBG1052 - Polypectomie du col,OBG1052 - Polypectomie du col,Polypectomie du col,Polypectomie du col,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
24730392-f230-4fb6-b263-402b5b027d79,,,OBG1053 - Reprise Laparotomie (1ère intervention à l'HSC),OBG1053 - Reprise Laparotomie (1ère intervention à l'HSC),Reprise Laparotomie (1ère intervention à l'HSC),Reprise Laparotomie (1ère intervention à l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
331901eb-82bf-4148-8a14-9bbf420d53a2,,,OBG1054 - Reprise Laparotomie (1ère intervention hors de l'HSC),OBG1054 - Reprise Laparotomie (1ère intervention hors de l'HSC),Reprise Laparotomie (1ère intervention hors de l'HSC),Reprise Laparotomie (1ère intervention hors de l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
56ed4427-a0da-4055-bcad-4e857c883b1f,,,OBG1055 - Reprise paroi (intervention à l'HSC),OBG1055 - Reprise paroi (intervention à l'HSC),Reprise paroi (intervention à l'HSC),Reprise paroi (intervention à l'HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
48747c02-6990-4eda-8a35-eb9bcecae165,,,OBG1056 - Reprise paroi (intervention hors HSC),OBG1056 - Reprise paroi (intervention hors HSC),Reprise paroi (intervention hors HSC),Reprise paroi (intervention hors HSC),,,Obstetrics and Gynecology,Text,,,,,,,,,,,
775cea36-be70-4bb5-bb34-e6ac3d61bdab,,,OBG1057 - Salpingiectomie - grossesse ectopique,OBG1057 - Salpingiectomie - grossesse ectopique,Salpingiectomie - grossesse ectopique,Salpingiectomie - grossesse ectopique,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
af098d76-edf3-46e7-89a2-70b4aabbc548,,,OBG1058 - Usage Ballonnet de Bakri,OBG1058 - Usage Ballonnet de Bakri,Usage Ballonnet de Bakri,Usage Ballonnet de Bakri,,,Obstetrics and Gynecology,Text,,,,,,,,,,,
